titleType,averageRating,numVotes,movie,tvMiniSeries,tvMovie,tvSeries
tvSeries,8.0,7200.0,0.0,0.0,0.0,1.0
movie,6.7,80608.0,1.0,0.0,0.0,0.0
tvSeries,7.7,14359.0,0.0,0.0,0.0,1.0
tvSeries,6.9,39966.0,0.0,0.0,0.0,1.0
movie,7.0,45003.0,1.0,0.0,0.0,0.0
movie,7.5,5601.0,1.0,0.0,0.0,0.0
movie,7.2,12097.0,1.0,0.0,0.0,0.0
tvSeries,7.8,6929.0,0.0,0.0,0.0,1.0
tvSeries,7.9,105573.0,0.0,0.0,0.0,1.0
tvSeries,7.2,32603.0,0.0,0.0,0.0,1.0
movie,6.8,35799.0,1.0,0.0,0.0,0.0
movie,6.7,27971.0,1.0,0.0,0.0,0.0
movie,6.8,5595.0,1.0,0.0,0.0,0.0
movie,7.0,11586.0,1.0,0.0,0.0,0.0
tvSeries,7.9,4189.0,0.0,0.0,0.0,1.0
tvSeries,8.0,41261.0,0.0,0.0,0.0,1.0
tvSeries,8.6,10292.0,0.0,0.0,0.0,1.0
tvSeries,7.7,11368.0,0.0,0.0,0.0,1.0
tvSeries,7.2,3008.0,0.0,0.0,0.0,1.0
movie,7.4,4711.0,1.0,0.0,0.0,0.0
movie,7.4,13780.0,1.0,0.0,0.0,0.0
tvSeries,7.5,21003.0,0.0,0.0,0.0,1.0
movie,6.6,62546.0,1.0,0.0,0.0,0.0
movie,9.0,13326.0,1.0,0.0,0.0,0.0
tvSeries,8.4,59681.0,0.0,0.0,0.0,1.0
movie,6.8,72431.0,1.0,0.0,0.0,0.0
tvSeries,6.5,6329.0,0.0,0.0,0.0,1.0
movie,6.6,84638.0,1.0,0.0,0.0,0.0
movie,6.8,55511.0,1.0,0.0,0.0,0.0
movie,7.3,44503.0,1.0,0.0,0.0,0.0
movie,7.0,32477.0,1.0,0.0,0.0,0.0
movie,7.5,5688.0,1.0,0.0,0.0,0.0
movie,8.0,7573.0,1.0,0.0,0.0,0.0
tvSeries,8.0,10707.0,0.0,0.0,0.0,1.0
movie,6.6,103462.0,1.0,0.0,0.0,0.0
movie,6.6,17079.0,1.0,0.0,0.0,0.0
movie,6.7,89723.0,1.0,0.0,0.0,0.0
tvSeries,7.2,5009.0,0.0,0.0,0.0,1.0
movie,6.6,107780.0,1.0,0.0,0.0,0.0
tvMiniSeries,8.5,6197.0,0.0,1.0,0.0,0.0
